epoch,train_loss,valid_loss,metric_grapheme,metric_vowel,metric_consonant,metric_tot,time
0,1.587037,0.367698,0.854995,0.930019,0.860914,0.875231,11:15
1,1.326298,0.235223,0.912076,0.951834,0.924901,0.925222,11:10
2,1.194515,0.170907,0.935593,0.968504,0.954773,0.948616,11:10
3,1.078043,0.152236,0.940455,0.973755,0.950963,0.951407,11:11
4,1.013439,0.149950,0.945747,0.974075,0.962050,0.956905,11:13
5,0.941561,0.136333,0.947396,0.975630,0.959277,0.957425,11:09
6,0.897602,0.129140,0.951735,0.978077,0.956659,0.959552,11:12
7,0.856190,0.132028,0.948863,0.978933,0.956430,0.958272,11:12
