Epoch,training_loss,validation_loss,GRAPHEME_Recall,VOWEL_Recall,CONSONANT_Recall,Final_Recall
0,1.3248008854927555,0.24805222814724703,0.8398125990743207,0.9672503613854218,0.958859878009574,0.9014338593859093
1,0.8746655460184478,0.20083211906918674,0.871303176184329,0.9695669753549797,0.9680202236604394,0.9200483878460193
2,0.7853158784074074,0.16870813620140312,0.8883519084791578,0.9769383215599491,0.969413872954399,0.9307640028681659
3,0.7336464497208453,0.1536412153535398,0.8990686558776148,0.9770791899874114,0.9740634712273584,0.9373199932424998
4,0.6971399760706782,0.1484595658079644,0.9026320765518558,0.9761615373783585,0.9756910761921237,0.9392791916685485
5,0.6667059548392044,0.13866251525706405,0.9032551291922373,0.9792100048848811,0.9797986880134822,0.9413797378207095
6,0.6394056790927073,0.135808826741543,0.90541499937111,0.9780486888133063,0.9777223541255111,0.9416502604202593
7,0.620189367431134,0.13028599771932003,0.909803105024487,0.9787249031339138,0.98056393957896,0.944723763190462
8,0.5974018864544299,0.1285796949245439,0.9116928449407037,0.9816542449373463,0.9801447485552602,0.9462961708435035
9,0.5807567457785315,0.12068070276569172,0.9170958826198241,0.9820521885232686,0.9794217220056723,0.9489164189421473
10,0.5668332037912427,0.12775152909071155,0.9152496614953738,0.9803687051819484,0.9802865036346925,0.9477886329518471
11,0.5496470487032312,0.1179765596300672,0.9194466654707247,0.9792213495679128,0.9790766863118434,0.9492978417053014
12,0.537421558623483,0.11585444373458292,0.921437372497838,0.9827984416565945,0.9825828198426121,0.9520640016237207
13,0.5270547190423698,0.11294147688272604,0.9245589285846544,0.9807384518501743,0.9801249713819913,0.9524953201003686
14,0.5173778187369312,0.11155189883414728,0.9240242578560219,0.9846539753849247,0.9812107982061391,0.953478322325777
15,0.5057716159908859,0.11768121278850706,0.9196094402632158,0.984075039538272,0.979595776779764,0.9507224242111169
16,0.5012871479546582,0.11315464453214104,0.9252424124215352,0.9834947190589588,0.9830442689132237,0.9542559532038132
17,0.48924496419778246,0.11154475849815852,0.9259649893149757,0.9827540730161812,0.9819742825516873,0.954164583549455
18,0.48283495235044327,0.1056939427663756,0.9271925259413524,0.9827459237315307,0.9807859118427099,0.9544792218642363
19,0.4784214180548891,0.1077737824021465,0.925802422009805,0.9842443795992502,0.9816791511597168,0.9543820936946442
20,0.4704003584119059,0.10748476760349218,0.9254893341821722,0.982895355206777,0.9810985107189769,0.9537431335725246
21,0.4618626717954269,0.10549427144775156,0.9292740492387738,0.9836448946523009,0.982446173455249,0.9561597916462743
22,0.4579672546369628,0.10873092162114373,0.927158207014103,0.9850312264156892,0.9837218155615784,0.9557673640013684
23,0.4504162396676319,0.10452032372337665,0.9276443050913096,0.985618632349504,0.9825910954820092,0.955874584503533
24,0.44682311738738495,0.10347161825989509,0.9280823963743102,0.985720661073248,0.9816350951204121,0.9558801372355702
25,0.4432218158591653,0.1031787256861497,0.9288331873492219,0.9820417028259744,0.9842435579676115,0.9559879088730074
26,0.4382309568374578,0.10859898087171138,0.9265574138266668,0.9835960134351731,0.9828601622121352,0.9548927508251605
27,0.4322634040122486,0.10477039202822337,0.9282699542989011,0.9842254824241676,0.9837544208756449,0.9561299529744036
28,0.4293577806235594,0.10110729734656537,0.9314748753877179,0.9857745180855172,0.9835944197632314,0.9580796721560461
29,0.4249130156067727,0.10309313820040292,0.9315547941588909,0.9849977287692909,0.9830404222732093,0.9577869348400705
30,0.4187284687964957,0.1031963849502503,0.9318267618191993,0.9833733507537566,0.9833162425557356,0.9575857792369726
31,0.4175723466869371,0.10494160214824613,0.9309140441008799,0.98649695205668,0.983236736140868,0.9578904440998269
32,0.41259863783951445,0.10601469459884154,0.9305319761741918,0.9848850470108478,0.9850215821792272,0.9577426453846146
33,0.4078333245561399,0.10373171837481368,0.933106520185411,0.9862787733206105,0.9841503329134769,0.9591605366512274
34,0.4062907333893398,0.10691541650296918,0.9302122675675631,0.985794464146816,0.9848307520067894,0.957762437822183
35,0.40335215767604427,0.10755207507862194,0.9316309710054734,0.9839663165980265,0.9839382659915178,0.9577916311501228
36,0.39934292127059684,0.10901781747408307,0.9293623867125844,0.9857050733820298,0.9827147204795799,0.9567861418216945
37,0.39545653876153086,0.10637790502040131,0.9315452296430069,0.9848421983579347,0.9833051308939807,0.9578094471344822
38,0.3942429801113147,0.10734947853733542,0.9312866511954556,0.984127045350474,0.9839389400519407,0.9576598219483314
39,0.3911617671360964,0.10899712821427186,0.9315248698532556,0.9851834041253332,0.9831415331017404,0.9578436692333961
40,0.3885597077167542,0.10244888086227855,0.9346369730645901,0.9852759968409722,0.9841647458939957,0.9596786722160371
41,0.3844910774844332,0.10560695071790699,0.9304120076080646,0.9868749654987999,0.984563548993664,0.9580656324271483
42,0.38336231355669964,0.10907694344574906,0.9296583838256168,0.985547746136992,0.982740922283279,0.9569013590178761
43,0.37950909916312986,0.10782835691734247,0.9302299627812964,0.9841183315478431,0.9807877518206192,0.9563415022327637
44,0.37906314843871686,0.10798537586281776,0.9300019009163796,0.9859644134433921,0.9841198879131272,0.9575220257973196
45,0.3763199108784439,0.10787347600436444,0.9321169698015284,0.9864725501563154,0.9827720598331677,0.958369637398135
46,0.37421060775153336,0.10858168870961045,0.9325701510416504,0.9856830480590454,0.9842603724351444,0.9587709306443727
47,0.3708878307525782,0.11227273624864922,0.9300935909892489,0.9855796878473074,0.9822447768077428,0.957002911658387
48,0.3694558706429792,0.10648970117282336,0.9327974973321005,0.9856085904818521,0.9839851900964937,0.9587971938106368
49,0.36669537349081477,0.10233005823175999,0.9348213486555541,0.9864963330478241,0.9851022984216138,0.9603103321951365
50,0.36602830761625965,0.10521370785275272,0.9355622977199126,0.9860083525819155,0.984336629841404,0.9603673944657862
51,0.3615420982211959,0.10670215708343016,0.9358098202370836,0.9856653659102522,0.9821912752526907,0.9598690704092775
52,0.3623383163764913,0.10913099983268103,0.9327367207740971,0.9847491249492833,0.9828288077935479,0.9582628435727563
53,0.3584098876389029,0.10809940988699177,0.9333742888968692,0.9848611003746934,0.9844629857601528,0.9590181659821462
54,0.3561768243864493,0.11067601383269236,0.9323617936776819,0.9850455390286246,0.9845441431824211,0.9585783173916024
55,0.3550210848349777,0.11414693953665152,0.9326611408933634,0.9857043933822489,0.9846311917000522,0.958914466717257
56,0.35442140294896896,0.11404844040383294,0.9323384457841317,0.9863738858632033,0.9822759063799646,0.9583316709528578
57,0.35134801443641,0.11048529258110579,0.9361291518594442,0.9872403027812601,0.9833406256790808,0.9607098080448073
58,0.3493378527940198,0.1099362179806017,0.9346762795861397,0.9867402154811318,0.9828324202497436,0.9597312987257887
59,0.3482254382826711,0.11038021004023209,0.9350417902721471,0.9869643967340417,0.9837274563194555,0.9601938583994478
60,0.34604779669176006,0.11037796373393055,0.9355371453857741,0.9848302247623859,0.9841368643875794,0.9600103449803785
61,0.3450628145075281,0.10740963897851717,0.9377261794855879,0.9865625510228819,0.9808943162456244,0.9607273065599206
62,0.3434380909827828,0.11073862924388829,0.935942310871076,0.9869549646796089,0.9840798361756519,0.9607298556493532
63,0.3413727644464496,0.11061650296305395,0.9369496959367322,0.9869234794275467,0.9825762003772114,0.9608497679195556
64,0.338494665443019,0.10973259448118294,0.9369404433432789,0.9868299544072636,0.9840065998612453,0.9611793602387666
65,0.33855409831200306,0.11008520231057244,0.9362310994977721,0.9867206326755773,0.9829134388036074,0.9605240676186821
66,0.33694624285425434,0.11211363431422194,0.9359272302965943,0.9861132155397042,0.9809952768605985,0.9597407382483728
67,0.33524305068107774,0.11182447315555565,0.9362429355933563,0.9873853018694202,0.9826565719514296,0.9606319362518906
68,0.33368092124939724,0.11000805881221416,0.9370595687502761,0.9860908089880961,0.9835883780171126,0.9609495811264401
69,0.3339507002568919,0.11574624072253158,0.9321029855255734,0.9872294868977239,0.9841544386150746,0.9588974741409864
70,0.3326772028518739,0.11050505209625194,0.9359274056468475,0.9865679895433778,0.9823344537354901,0.9601893136431408
71,0.3312020636279001,0.11186613465635592,0.9373878092493259,0.9866071277092723,0.9851906759243608,0.9616433555330711
72,0.32860817330285214,0.11312329300358939,0.9365590253559608,0.9863918144130525,0.9836578861109039,0.9607919378089694
73,0.329253430773138,0.11018216347760836,0.9365618608413278,0.9862628870987732,0.9837417885279209,0.9607820993273374
74,0.3269880010117007,0.11264423207545973,0.9367005228857797,0.9874928680269514,0.9838865682178007,0.9611951205040778
75,0.32446309187078987,0.11377095557144208,0.9351931640112434,0.9881116746228829,0.9831440971757062,0.960410524955269
