epoch,train_loss,valid_loss,metric_grapheme,metric_vowel,metric_consonant,metric_tot,time
0,1.390240,0.363731,0.917001,0.937089,0.874874,0.911492,07:17
1,1.492702,0.407308,0.920174,0.885542,0.951277,0.919292,07:13
2,1.271118,0.204044,0.922743,0.975480,0.962652,0.945905,07:15
3,1.378765,0.234142,0.918527,0.970549,0.962802,0.942601,07:15
4,1.348563,0.217358,0.923835,0.973456,0.960264,0.945348,07:16
5,1.484946,1.303480,0.919948,0.977365,0.446420,0.815920,07:15
6,1.278452,0.205703,0.927038,0.968233,0.961824,0.946033,07:15
7,1.246381,0.193457,0.930945,0.976429,0.968658,0.951744,07:16
8,1.315823,0.219429,0.920524,0.966944,0.963510,0.942875,07:15
9,1.288377,0.510331,0.925172,0.756418,0.951999,0.889690,07:16
10,1.331833,2.865496,0.929615,0.961066,0.704653,0.881237,07:16
11,1.599670,0.552721,0.915468,0.973183,0.957329,0.940362,07:15
12,1.394604,0.185856,0.925884,0.970244,0.963935,0.946487,07:15
13,1.178430,0.187132,0.933437,0.973029,0.953923,0.948456,07:15
14,1.286347,0.231929,0.935288,0.970831,0.924491,0.941475,07:15
15,1.220960,1.952078,0.426134,0.951437,0.797241,0.650236,07:15
16,1.232659,0.184419,0.933678,0.976325,0.955543,0.949806,07:16
17,1.059128,0.191028,0.927821,0.973537,0.958300,0.946870,07:15
18,1.096423,0.469739,0.917084,0.912933,0.947568,0.923667,07:15
19,1.243780,1.603494,0.934713,0.972316,0.400394,0.810534,07:15
20,1.261033,0.235412,0.915059,0.972457,0.945378,0.936988,07:15
21,1.166720,0.178928,0.937759,0.969355,0.962030,0.951726,07:15
22,1.019050,0.206680,0.930232,0.969508,0.936587,0.941639,07:15
23,1.003060,0.189894,0.916193,0.975238,0.961365,0.942247,07:16
24,1.044579,0.215476,0.938139,0.953394,0.915059,0.936183,07:15
25,1.044274,0.167048,0.941577,0.955185,0.944347,0.945671,07:16
26,1.097718,0.190357,0.925478,0.972494,0.961083,0.946133,07:15
27,1.111315,0.195560,0.936579,0.969666,0.953031,0.948964,07:15
28,1.008794,0.256201,0.929618,0.964719,0.935053,0.939752,07:15
29,1.017411,0.509535,0.940073,0.791523,0.950389,0.905515,07:15
30,1.014551,0.175214,0.939281,0.945872,0.964933,0.947342,07:15
31,1.042217,0.170607,0.935544,0.972135,0.961603,0.951207,07:16
32,0.920016,0.187496,0.939451,0.968016,0.957521,0.951110,07:16
33,0.936463,0.150647,0.937865,0.977686,0.927361,0.945194,07:16
34,1.027971,0.219133,0.930549,0.961291,0.933384,0.938943,07:16
35,1.237525,2.347684,0.933557,0.971321,0.316251,0.788671,07:16
36,1.174517,0.275374,0.937491,0.963321,0.775854,0.903539,07:16
37,1.072457,0.155843,0.936531,0.976647,0.956531,0.951560,07:16
38,0.927299,0.183074,0.930744,0.961896,0.936378,0.939940,07:16
39,1.006093,0.228901,0.914001,0.944238,0.903142,0.918846,07:16
40,0.977606,1.188138,0.937740,0.402943,0.893782,0.793051,07:16
41,0.882276,0.173269,0.930874,0.973875,0.965808,0.950358,07:16
42,0.918484,0.150469,0.941566,0.973965,0.960946,0.954511,07:16
43,0.894878,0.239817,0.942077,0.969616,0.836155,0.922481,07:38
44,1.009804,0.214477,0.927500,0.960556,0.927542,0.935775,07:16
45,0.886455,0.163736,0.942439,0.977312,0.947227,0.952354,07:26
46,0.876133,0.183803,0.936073,0.963574,0.964069,0.949947,07:27
47,0.883349,0.161805,0.932664,0.974908,0.960603,0.950210,07:16
48,0.897972,0.203487,0.941716,0.942397,0.913674,0.934876,07:15
49,0.871728,0.428402,0.936113,0.973483,0.687977,0.883422,07:16
