epoch,train_loss,valid_loss,metric_grapheme,metric_vowel,metric_consonant,metric_tot,time
0,1.557357,0.310781,0.890941,0.941158,0.927846,0.912722,09:57
1,1.273006,0.241909,0.919237,0.958654,0.934240,0.932842,09:58
2,1.124457,0.180746,0.937515,0.965806,0.962715,0.950888,09:55
3,1.008280,0.184009,0.937079,0.969921,0.958567,0.950662,09:52
4,0.923859,0.166522,0.943451,0.973547,0.966514,0.956741,09:52
5,0.868208,0.157101,0.939873,0.975169,0.966824,0.955435,09:52
6,0.836687,0.154573,0.947033,0.976283,0.957643,0.956998,09:52
7,0.805815,0.149254,0.944436,0.972142,0.964472,0.956371,09:52
