epoch,train_loss,valid_loss,metric_grapheme,metric_vowel,metric_consonant,metric_tot,time
0,2.638968,2.234839,0.187197,0.704972,0.502790,0.395539,08:04
1,1.707438,1.165845,0.531215,0.805924,0.602181,0.617633,08:01
2,1.383008,0.696200,0.713433,0.854819,0.706880,0.747141,08:01
3,1.205316,0.418057,0.855404,0.910932,0.881500,0.875810,08:02
4,1.011695,0.489823,0.844520,0.870854,0.787975,0.836967,08:02
5,0.959787,0.314923,0.891183,0.928788,0.853761,0.891228,08:02
6,0.964572,0.284857,0.899894,0.941037,0.923105,0.915983,08:02
