epoch,train_loss,valid_loss,metric_idx,metric_idx,metric_idx,metric_tot,time
0,1.311900,0.291693,0.896674,0.938039,0.928183,0.914893,08:42
1,1.156467,0.251660,0.906848,0.958204,0.959110,0.932753,08:39
2,1.048714,0.186895,0.929819,0.965846,0.962473,0.946990,08:43
3,0.935762,0.177332,0.938830,0.973223,0.968363,0.954812,08:39
