Epoch,training_loss,validation_loss,GRAPHEME_Recall,VOWEL_Recall,CONSONANT_Recall,Final_Recall
0,1.6335026951404985,0.21057792770424016,0.8669795113847106,0.9692323499691533,0.9515927843881312,0.9136960392816764
1,1.2136708478730924,0.161212268394471,0.8936837189218281,0.9740494757843794,0.9680265578941433,0.9323608678805447
2,1.0628020905930062,0.13551354150359446,0.9113531103487572,0.9760904509003822,0.9708094485299489,0.9424015300319614
3,0.971413888660163,0.12545353489426467,0.9131548748668127,0.9789962532345146,0.9736356318171295,0.9447354086963173
4,0.9057081568334148,0.11605316912599631,0.9221661722871884,0.9796107258922274,0.9717127220916859,0.9489139481395725
5,0.8588224820535185,0.11375845664719673,0.9234108729198722,0.9805948920316098,0.9746722415281397,0.9505222198498735
6,0.8222946856532208,0.10444028702343387,0.9255321969845608,0.9820870158048037,0.9831296192750185,0.9540702572622359
7,0.7962225584215676,0.10206062025873358,0.9273806856755954,0.9832049391348743,0.9781996566698041,0.9540414917889672
8,0.7729446652076449,0.10410958950261408,0.9281545496340777,0.9838852649920328,0.9821432056475249,0.9555843924769283
9,0.753546030392482,0.09759991632519059,0.9319740656677065,0.9827384792526155,0.977342625661438,0.9560073090623665
10,0.7339452504447206,0.09478633491366005,0.9309588690490909,0.9841392142719895,0.982590587734795,0.9571618850262416
11,0.7204388670432262,0.10033296360120326,0.9311088563620996,0.9813814830284996,0.9783664670546712,0.9554914157018425
12,0.7072670528521905,0.0943424356447215,0.9302009358321534,0.9860454072598133,0.982142665426343,0.9571474860876157
13,0.6969590464164581,0.0927219496086788,0.9344568036047466,0.9861100449849113,0.984022680126918,0.9597615830803305
14,0.6855067556252581,0.09246628293549536,0.9335729126892826,0.9846713706192847,0.9830570661045113,0.9587185655255902
15,0.6764323873530529,0.09097897950995926,0.9364507049753273,0.9868017226950484,0.9805431347454756,0.9600615668477946
16,0.67077404549688,0.09079110582536679,0.934722756718618,0.9853227661917199,0.9806926920149617,0.9588652429109794
17,0.6370444331347211,0.08330284581086707,0.940735763223333,0.9852401460709495,0.9838911163003222,0.9626506972044844
18,0.6261009162119533,0.084501363388434,0.9417065757500569,0.9862108766766905,0.9823447018938074,0.962992182517653
19,0.6203812426215696,0.08335763417857148,0.9416878149418687,0.9864333552862089,0.982238332112523,0.9630118293206174
20,0.615382066355767,0.08404269795802524,0.9417519381080095,0.985879211035952,0.982679334372451,0.9630156054061055
21,0.6132346567435142,0.08417954691452127,0.9416588424769546,0.9855703747341393,0.9832281478833788,0.9630290518928568
22,0.6067471498231026,0.0838576706070266,0.9412825112403359,0.9876249876639336,0.9852431570378589,0.963858291795616
23,0.5937517416251277,0.08230500080837654,0.9450833427110839,0.9851784247105978,0.9833188174563707,0.964665981897284
24,0.5888606036287486,0.08193393965504042,0.9431716021455739,0.986777139466003,0.9837326548718128,0.9642132496572409
25,0.5846677429002264,0.0821681952066595,0.9444919536733618,0.9857931259620222,0.9841024031853084,0.9647198591235135
26,0.5836855007487131,0.0818578975452702,0.9448668445350576,0.9866699014284686,0.9846516584473652,0.9652638122364874
27,0.5802406597064358,0.08253406186005642,0.9440262917023555,0.987023225395248,0.9852785574749077,0.9650885915687167
28,0.5795810572146838,0.08132676307554279,0.9429974929350176,0.987443837240975,0.9860194418934864,0.9648645662511242
29,0.5757519008888714,0.0832510289275103,0.9441973994443222,0.9873566122069001,0.9854756807494341,0.9653067729612447
30,0.5740122157527983,0.08168126164583558,0.9426699933172058,0.9865912748859024,0.9847921025041648,0.9641808410061197
