Epoch,training_loss,validation_loss,GRAPHEME_Recall,VOWEL_Recall,CONSONANT_Recall,Final_Recall
49,0.5846874308725664,0.09310946054133683,0.9439573016988727,0.9837195488079108,0.9850266161220336,0.9641651920819225
50,0.5805675778766407,0.09850422535590005,0.9431601322833175,0.9848737122193049,0.9867558647563566,0.9644874603855742
51,0.575990199162277,0.09762732375624986,0.9434613496299346,0.9853864118667798,0.9857452622614606,0.9645135933470274
52,0.5722513611333958,0.09612457856168366,0.9443434968594748,0.9862661692204521,0.9858202435536415,0.9651933516232608
53,0.568293534975121,0.09547414207351347,0.943417854636927,0.984807531308905,0.9846012716946025,0.9640611280693403
54,0.5647114551851449,0.09372850743910441,0.9451023827163756,0.9847696683723962,0.9855585908925222,0.9651332561744174
55,0.5621100345516418,0.09697563379199359,0.9451124619541023,0.9854931780703434,0.9858995645496604,0.9654044166320521
56,0.5615162880823366,0.09446132178714244,0.9456624433315817,0.9853904906420533,0.9855910992195855,0.9655766191312005
57,0.5584691049595475,0.09526711713871529,0.9446134404814437,0.9854137252611385,0.9857608103947348,0.9651003541546902
58,0.5570387024943246,0.09646832753271861,0.9445816193132601,0.985411491716081,0.9857520086027908,0.965081684736348
59,0.5556505817832755,0.09465606735527117,0.9454115606369649,0.9856263041560678,0.985731099156328,0.9655451311465814
60,0.5581242550276594,0.09498358862381116,0.9448729732552997,0.9854774661577393,0.9856342805175493,0.965214423296472
61,0.5568905017414486,0.09413490687842702,0.9454345651520932,0.9857750573906452,0.9856344917117178,0.9655696698516374
62,0.6146135651314405,0.10685476173263629,0.9388748270134046,0.9816131549078987,0.9855128723857339,0.9612189203301105
63,0.6202525046623936,0.10505375358428694,0.9364915883279566,0.9847820172768733,0.9830994157255305,0.9602161524145794
64,0.6201412612644991,0.10524389109135072,0.936926940188918,0.9831693051165835,0.9836918437777183,0.9601787573180345
65,0.6160215330429566,0.10561835281488588,0.9376980199212481,0.9841541005621449,0.9826484863878217,0.9605496566981158
66,0.6149352401528204,0.10194931704438849,0.938326279590758,0.9824368619582401,0.9833847309466114,0.9606185380215918
67,0.6152190864086151,0.10455317173564314,0.9372322116096801,0.9820420034843443,0.9846817475300952,0.9602970435584499
68,0.6114155012561857,0.0976027608584351,0.9414060485383509,0.9826841449329767,0.9852498512548006,0.9626865233161197
69,0.6090492726601618,0.10007664371580882,0.938347781103381,0.982983694746574,0.9867792083955184,0.9616146163372136
70,0.604560290125833,0.10995150979820104,0.9368352278951728,0.9857130113571084,0.983608345107711,0.9607479530637913
